,Quarter,Region,State,Purpose,Trips
456,01/10/2016,Adelaide Hills,South Australia,Holiday,14.3433173
457,01/01/1998,Adelaide Hills,South Australia,Other,0
458,01/04/1998,Adelaide Hills,South Australia,Other,4.6416225
459,01/07/1998,Adelaide Hills,South Australia,Other,2.5551154
460,01/10/1998,Adelaide Hills,South Australia,Other,0.7742269
461,01/01/1999,Adelaide Hills,South Australia,Other,0
462,01/04/1999,Adelaide Hills,South Australia,Other,0
463,01/07/1999,Adelaide Hills,South Australia,Other,0
464,01/10/1999,Adelaide Hills,South Australia,Other,2.2665789
465,01/01/2000,Adelaide Hills,South Australia,Other,0
466,01/04/2000,Adelaide Hills,South Australia,Other,1.7767214
467,01/07/2000,Adelaide Hills,South Australia,Other,0
468,01/10/2000,Adelaide Hills,South Australia,Other,0
469,01/01/2001,Adelaide Hills,South Australia,Other,0.3505485
470,01/04/2001,Adelaide Hills,South Australia,Other,1.9370989
471,01/07/2001,Adelaide Hills,South Australia,Other,0
472,01/10/2001,Adelaide Hills,South Australia,Other,0
473,01/01/2002,Adelaide Hills,South Australia,Other,0
474,01/04/2002,Adelaide Hills,South Australia,Other,3.7257407
475,01/07/2002,Adelaide Hills,South Australia,Other,0
476,01/10/2002,Adelaide Hills,South Australia,Other,0
477,01/01/2003,Adelaide Hills,South Australia,Other,0.6332154
478,01/04/2003,Adelaide Hills,South Australia,Other,3.6678782
479,01/07/2003,Adelaide Hills,South Australia,Other,3.0060054
480,01/10/2003,Adelaide Hills,South Australia,Other,0
481,01/01/2004,Adelaide Hills,South Australia,Other,1.063292
482,01/04/2004,Adelaide Hills,South Australia,Other,2.0589476
483,01/07/2004,Adelaide Hills,South Australia,Other,0.8917248
484,01/10/2004,Adelaide Hills,South Australia,Other,0.6858324
485,01/01/2005,Adelaide Hills,South Australia,Other,0
486,01/04/2005,Adelaide Hills,South Australia,Other,1.8917965
487,01/07/2005,Adelaide Hills,South Australia,Other,0.6089545
488,01/10/2005,Adelaide Hills,South Australia,Other,0
489,01/01/2006,Adelaide Hills,South Australia,Other,0.85997
490,01/04/2006,Adelaide Hills,South Australia,Other,1.25749
491,01/07/2006,Adelaide Hills,South Australia,Other,2.195824
492,01/10/2006,Adelaide Hills,South Australia,Other,2.448203
493,01/01/2007,Adelaide Hills,South Australia,Other,0.8895071
494,01/04/2007,Adelaide Hills,South Australia,Other,1.1913984
495,01/07/2007,Adelaide Hills,South Australia,Other,1.1651694
496,01/10/2007,Adelaide Hills,South Australia,Other,0.6422861
497,01/01/2008,Adelaide Hills,South Australia,Other,0
498,01/04/2008,Adelaide Hills,South Australia,Other,0.7693277
499,01/07/2008,Adelaide Hills,South Australia,Other,1.2218403
500,01/10/2008,Adelaide Hills,South Australia,Other,2.4349158
501,01/01/2009,Adelaide Hills,South Australia,Other,1.1392864
502,01/04/2009,Adelaide Hills,South Australia,Other,0
503,01/07/2009,Adelaide Hills,South Australia,Other,1.0324881
504,01/10/2009,Adelaide Hills,South Australia,Other,0
505,01/01/2010,Adelaide Hills,South Australia,Other,2.6697268
506,01/04/2010,Adelaide Hills,South Australia,Other,0
507,01/07/2010,Adelaide Hills,South Australia,Other,0.5132324
508,01/10/2010,Adelaide Hills,South Australia,Other,0.6433945
509,01/01/2011,Adelaide Hills,South Australia,Other,0.5816382
510,01/04/2011,Adelaide Hills,South Australia,Other,0
511,01/07/2011,Adelaide Hills,South Australia,Other,2.3308912
512,01/10/2011,Adelaide Hills,South Australia,Other,0.3166023
513,01/01/2012,Adelaide Hills,South Australia,Other,0.7022849
514,01/04/2012,Adelaide Hills,South Australia,Other,1.762161
515,01/07/2012,Adelaide Hills,South Australia,Other,0
516,01/10/2012,Adelaide Hills,South Australia,Other,1.2862624
517,01/01/2013,Adelaide Hills,South Australia,Other,2.884592
518,01/04/2013,Adelaide Hills,South Australia,Other,0.6894667
519,01/07/2013,Adelaide Hills,South Australia,Other,0.939753
520,01/10/2013,Adelaide Hills,South Australia,Other,6.6505357
521,01/01/2014,Adelaide Hills,South Australia,Other,4.9562415
522,01/04/2014,Adelaide Hills,South Australia,Other,1.3880559
523,01/07/2014,Adelaide Hills,South Australia,Other,1.3276584
524,01/10/2014,Adelaide Hills,South Australia,Other,1.4141489
525,01/01/2015,Adelaide Hills,South Australia,Other,2.1377702
526,01/04/2015,Adelaide Hills,South Australia,Other,1.7699414
527,01/07/2015,Adelaide Hills,South Australia,Other,2.9132519
528,01/10/2015,Adelaide Hills,South Australia,Other,8.3484868
529,01/01/2016,Adelaide Hills,South Australia,Other,4.2667241
530,01/04/2016,Adelaide Hills,South Australia,Other,0.2626329
531,01/07/2016,Adelaide Hills,South Australia,Other,2.6701848
532,01/10/2016,Adelaide Hills,South Australia,Other,0.3677726
533,01/01/1998,Adelaide Hills,South Australia,Visiting,2.988178
534,01/04/1998,Adelaide Hills,South Australia,Visiting,7.753242
535,01/07/1998,Adelaide Hills,South Australia,Visiting,3.5971861
536,01/10/1998,Adelaide Hills,South Australia,Visiting,8.3452444
537,01/01/1999,Adelaide Hills,South Australia,Visiting,2.1980095
538,01/04/1999,Adelaide Hills,South Australia,Visiting,9.2934157
539,01/07/1999,Adelaide Hills,South Australia,Visiting,5.1374584
540,01/10/1999,Adelaide Hills,South Australia,Visiting,3.6958415
541,01/01/2000,Adelaide Hills,South Australia,Visiting,2.1794682
542,01/04/2000,Adelaide Hills,South Australia,Visiting,0.9406399
543,01/07/2000,Adelaide Hills,South Australia,Visiting,0.7776381
544,01/10/2000,Adelaide Hills,South Australia,Visiting,6.515741
545,01/01/2001,Adelaide Hills,South Australia,Visiting,8.2289248
546,01/04/2001,Adelaide Hills,South Australia,Visiting,10.2168734
547,01/07/2001,Adelaide Hills,South Australia,Visiting,8.5900458
548,01/10/2001,Adelaide Hills,South Australia,Visiting,12.6106848
549,01/01/2002,Adelaide Hills,South Australia,Visiting,8.4995226
550,01/04/2002,Adelaide Hills,South Australia,Visiting,9.4753364
551,01/07/2002,Adelaide Hills,South Australia,Visiting,10.7763782
552,01/10/2002,Adelaide Hills,South Australia,Visiting,81.1021091
553,01/01/2003,Adelaide Hills,South Australia,Visiting,7.3269939
554,01/04/2003,Adelaide Hills,South Australia,Visiting,9.5113885
555,01/07/2003,Adelaide Hills,South Australia,Visiting,19.3420354
556,01/10/2003,Adelaide Hills,South Australia,Visiting,22.7892947
557,01/01/2004,Adelaide Hills,South Australia,Visiting,12.4842808
558,01/04/2004,Adelaide Hills,South Australia,Visiting,15.1306263
559,01/07/2004,Adelaide Hills,South Australia,Visiting,14.0430339
560,01/10/2004,Adelaide Hills,South Australia,Visiting,7.8156616
561,01/01/2005,Adelaide Hills,South Australia,Visiting,9.6562298
562,01/04/2005,Adelaide Hills,South Australia,Visiting,5.799967
563,01/07/2005,Adelaide Hills,South Australia,Visiting,9.4732326
564,01/10/2005,Adelaide Hills,South Australia,Visiting,19.4286558
565,01/01/2006,Adelaide Hills,South Australia,Visiting,6.501905
566,01/04/2006,Adelaide Hills,South Australia,Visiting,9.52855
567,01/07/2006,Adelaide Hills,South Australia,Visiting,10.031516
568,01/10/2006,Adelaide Hills,South Australia,Visiting,14.003056
569,01/01/2007,Adelaide Hills,South Australia,Visiting,16.7443756
570,01/04/2007,Adelaide Hills,South Australia,Visiting,15.6717698
571,01/07/2007,Adelaide Hills,South Australia,Visiting,13.4871983
572,01/10/2007,Adelaide Hills,South Australia,Visiting,10.3024785
573,01/01/2008,Adelaide Hills,South Australia,Visiting,10.2529087
574,01/04/2008,Adelaide Hills,South Australia,Visiting,14.1100937
575,01/07/2008,Adelaide Hills,South Australia,Visiting,22.719851
576,01/10/2008,Adelaide Hills,South Australia,Visiting,15.8255302
577,01/01/2009,Adelaide Hills,South Australia,Visiting,21.5836847
578,01/04/2009,Adelaide Hills,South Australia,Visiting,14.1342226
579,01/07/2009,Adelaide Hills,South Australia,Visiting,11.4373058
580,01/10/2009,Adelaide Hills,South Australia,Visiting,10.1824152
581,01/01/2010,Adelaide Hills,South Australia,Visiting,9.0391551
582,01/04/2010,Adelaide Hills,South Australia,Visiting,12.1397887
583,01/07/2010,Adelaide Hills,South Australia,Visiting,15.8184019
584,01/10/2010,Adelaide Hills,South Australia,Visiting,16.3956495
585,01/01/2011,Adelaide Hills,South Australia,Visiting,18.1988943
586,01/04/2011,Adelaide Hills,South Australia,Visiting,9.7830234
587,01/07/2011,Adelaide Hills,South Australia,Visiting,7.0316674
588,01/10/2011,Adelaide Hills,South Australia,Visiting,16.3445219
589,01/01/2012,Adelaide Hills,South Australia,Visiting,9.5684211
590,01/04/2012,Adelaide Hills,South Australia,Visiting,14.8100992
591,01/07/2012,Adelaide Hills,South Australia,Visiting,12.2734493
592,01/10/2012,Adelaide Hills,South Australia,Visiting,22.8520712
593,01/01/2013,Adelaide Hills,South Australia,Visiting,36.718419
594,01/04/2013,Adelaide Hills,South Australia,Visiting,19.3726192
595,01/07/2013,Adelaide Hills,South Australia,Visiting,9.0138821
596,01/10/2013,Adelaide Hills,South Australia,Visiting,14.2152933
597,01/01/2014,Adelaide Hills,South Australia,Visiting,8.7845654
598,01/04/2014,Adelaide Hills,South Australia,Visiting,17.4751866
599,01/07/2014,Adelaide Hills,South Australia,Visiting,13.9155678
600,01/10/2014,Adelaide Hills,South Australia,Visiting,19.430325
601,01/01/2015,Adelaide Hills,South Australia,Visiting,17.6194398
602,01/04/2015,Adelaide Hills,South Australia,Visiting,28.1777465
603,01/07/2015,Adelaide Hills,South Australia,Visiting,14.967952
604,01/10/2015,Adelaide Hills,South Australia,Visiting,14.1028944
605,01/01/2016,Adelaide Hills,South Australia,Visiting,29.4413444
606,01/04/2016,Adelaide Hills,South Australia,Visiting,2.3717196
607,01/07/2016,Adelaide Hills,South Australia,Visiting,17.4467381
608,01/10/2016,Adelaide Hills,South Australia,Visiting,37.5658287
609,01/01/1998,Alice Springs,Northern Territory,Business,7.5351074
610,01/04/1998,Alice Springs,Northern Territory,Business,3.3563886
611,01/07/1998,Alice Springs,Northern Territory,Business,21.7776673
612,01/10/1998,Alice Springs,Northern Territory,Business,3.9771463
613,01/01/1999,Alice Springs,Northern Territory,Business,18.4124016
614,01/04/1999,Alice Springs,Northern Territory,Business,16.4054032
615,01/07/1999,Alice Springs,Northern Territory,Business,8.6520996
616,01/10/1999,Alice Springs,Northern Territory,Business,15.8996215
617,01/01/2000,Alice Springs,Northern Territory,Business,4.8812172
618,01/04/2000,Alice Springs,Northern Territory,Business,11.2270142
619,01/07/2000,Alice Springs,Northern Territory,Business,7.2638197
620,01/10/2000,Alice Springs,Northern Territory,Business,24.4381962
621,01/01/2001,Alice Springs,Northern Territory,Business,9.9557335
622,01/04/2001,Alice Springs,Northern Territory,Business,16.2718147
623,01/07/2001,Alice Springs,Northern Territory,Business,15.7431957
624,01/10/2001,Alice Springs,Northern Territory,Business,15.2398063
625,01/01/2002,Alice Springs,Northern Territory,Business,11.2919954
626,01/04/2002,Alice Springs,Northern Territory,Business,16.3421441
627,01/07/2002,Alice Springs,Northern Territory,Business,20.7397677
628,01/10/2002,Alice Springs,Northern Territory,Business,23.9216337
629,01/01/2003,Alice Springs,Northern Territory,Business,1.0084255
630,01/04/2003,Alice Springs,Northern Territory,Business,19.3528331
631,01/07/2003,Alice Springs,Northern Territory,Business,9.7576477
632,01/10/2003,Alice Springs,Northern Territory,Business,18.4045143
633,01/01/2004,Alice Springs,Northern Territory,Business,9.5790425
634,01/04/2004,Alice Springs,Northern Territory,Business,8.8005499
635,01/07/2004,Alice Springs,Northern Territory,Business,10.7824435
636,01/10/2004,Alice Springs,Northern Territory,Business,11.2808164
637,01/01/2005,Alice Springs,Northern Territory,Business,9.2443086
638,01/04/2005,Alice Springs,Northern Territory,Business,7.9536995
639,01/07/2005,Alice Springs,Northern Territory,Business,8.2999071
640,01/10/2005,Alice Springs,Northern Territory,Business,22.2565388
641,01/01/2006,Alice Springs,Northern Territory,Business,12.048289
642,01/04/2006,Alice Springs,Northern Territory,Business,8.422068
643,01/07/2006,Alice Springs,Northern Territory,Business,9.249005
644,01/10/2006,Alice Springs,Northern Territory,Business,9.705743
645,01/01/2007,Alice Springs,Northern Territory,Business,12.1917278
646,01/04/2007,Alice Springs,Northern Territory,Business,14.5493314
647,01/07/2007,Alice Springs,Northern Territory,Business,9.4196439
648,01/10/2007,Alice Springs,Northern Territory,Business,8.3474067
649,01/01/2008,Alice Springs,Northern Territory,Business,6.3728304
650,01/04/2008,Alice Springs,Northern Territory,Business,16.9589265
651,01/07/2008,Alice Springs,Northern Territory,Business,27.9164528
652,01/10/2008,Alice Springs,Northern Territory,Business,23.3770221
653,01/01/2009,Alice Springs,Northern Territory,Business,6.7743981
654,01/04/2009,Alice Springs,Northern Territory,Business,12.6631448
655,01/07/2009,Alice Springs,Northern Territory,Business,9.9692171
656,01/10/2009,Alice Springs,Northern Territory,Business,13.2449965
657,01/01/2010,Alice Springs,Northern Territory,Business,10.8073342
658,01/04/2010,Alice Springs,Northern Territory,Business,15.9322501
659,01/07/2010,Alice Springs,Northern Territory,Business,14.7310448
660,01/10/2010,Alice Springs,Northern Territory,Business,6.3481966
661,01/01/2011,Alice Springs,Northern Territory,Business,17.3832216
662,01/04/2011,Alice Springs,Northern Territory,Business,15.2159206
663,01/07/2011,Alice Springs,Northern Territory,Business,13.9969962
664,01/10/2011,Alice Springs,Northern Territory,Business,7.3543894
665,01/01/2012,Alice Springs,Northern Territory,Business,7.2027841
666,01/04/2012,Alice Springs,Northern Territory,Business,13.4033264
667,01/07/2012,Alice Springs,Northern Territory,Business,11.3923122
668,01/10/2012,Alice Springs,Northern Territory,Business,8.7745874
669,01/01/2013,Alice Springs,Northern Territory,Business,9.4511988
670,01/04/2013,Alice Springs,Northern Territory,Business,12.2984684
671,01/07/2013,Alice Springs,Northern Territory,Business,17.2668104
672,01/10/2013,Alice Springs,Northern Territory,Business,14.1493819
673,01/01/2014,Alice Springs,Northern Territory,Business,20.2738755
674,01/04/2014,Alice Springs,Northern Territory,Business,6.6515198
675,01/07/2014,Alice Springs,Northern Territory,Business,19.3517583
676,01/10/2014,Alice Springs,Northern Territory,Business,17.8900138
677,01/01/2015,Alice Springs,Northern Territory,Business,7.7535195
678,01/04/2015,Alice Springs,Northern Territory,Business,15.3749549
679,01/07/2015,Alice Springs,Northern Territory,Business,19.0093016
680,01/10/2015,Alice Springs,Northern Territory,Business,18.7504621
681,01/01/2016,Alice Springs,Northern Territory,Business,8.2042532
682,01/04/2016,Alice Springs,Northern Territory,Business,24.3648813
683,01/07/2016,Alice Springs,Northern Territory,Business,33.0572291
684,01/10/2016,Alice Springs,Northern Territory,Business,21.9552263
685,01/01/1998,Alice Springs,Northern Territory,Holiday,8.1470853
686,01/04/1998,Alice Springs,Northern Territory,Holiday,34.6595574
687,01/07/1998,Alice Springs,Northern Territory,Holiday,76.541382
688,01/10/1998,Alice Springs,Northern Territory,Holiday,27.2206619
689,01/01/1999,Alice Springs,Northern Territory,Holiday,12.495749
690,01/04/1999,Alice Springs,Northern Territory,Holiday,47.3809533
691,01/07/1999,Alice Springs,Northern Territory,Holiday,60.8314161
692,01/10/1999,Alice Springs,Northern Territory,Holiday,37.8111007
693,01/01/2000,Alice Springs,Northern Territory,Holiday,24.2911274
694,01/04/2000,Alice Springs,Northern Territory,Holiday,24.6175017
695,01/07/2000,Alice Springs,Northern Territory,Holiday,62.6099921
696,01/10/2000,Alice Springs,Northern Territory,Holiday,36.1202738
697,01/01/2001,Alice Springs,Northern Territory,Holiday,14.6648175
698,01/04/2001,Alice Springs,Northern Territory,Holiday,22.8703785
699,01/07/2001,Alice Springs,Northern Territory,Holiday,63.554219
700,01/10/2001,Alice Springs,Northern Territory,Holiday,22.842122
701,01/01/2002,Alice Springs,Northern Territory,Holiday,7.5927502
702,01/04/2002,Alice Springs,Northern Territory,Holiday,34.0995705
703,01/07/2002,Alice Springs,Northern Territory,Holiday,52.7535129
704,01/10/2002,Alice Springs,Northern Territory,Holiday,34.9011134
705,01/01/2003,Alice Springs,Northern Territory,Holiday,11.8431689
706,01/04/2003,Alice Springs,Northern Territory,Holiday,36.6797179
707,01/07/2003,Alice Springs,Northern Territory,Holiday,45.4880099
708,01/10/2003,Alice Springs,Northern Territory,Holiday,21.7685144
709,01/01/2004,Alice Springs,Northern Territory,Holiday,11.4357679
710,01/04/2004,Alice Springs,Northern Territory,Holiday,26.3460521
711,01/07/2004,Alice Springs,Northern Territory,Holiday,74.3812909
712,01/10/2004,Alice Springs,Northern Territory,Holiday,17.7991968
713,01/01/2005,Alice Springs,Northern Territory,Holiday,13.8690871
714,01/04/2005,Alice Springs,Northern Territory,Holiday,40.3196952
715,01/07/2005,Alice Springs,Northern Territory,Holiday,64.0980872
716,01/10/2005,Alice Springs,Northern Territory,Holiday,31.5503204
717,01/01/2006,Alice Springs,Northern Territory,Holiday,16.185135
718,01/04/2006,Alice Springs,Northern Territory,Holiday,37.438826
719,01/07/2006,Alice Springs,Northern Territory,Holiday,49.688457
720,01/10/2006,Alice Springs,Northern Territory,Holiday,41.29565
721,01/01/2007,Alice Springs,Northern Territory,Holiday,13.1360961
722,01/04/2007,Alice Springs,Northern Territory,Holiday,38.7518353
723,01/07/2007,Alice Springs,Northern Territory,Holiday,48.0003058
724,01/10/2007,Alice Springs,Northern Territory,Holiday,29.0465011
725,01/01/2008,Alice Springs,Northern Territory,Holiday,18.1932404
